Format Version,1.24,Take Name,subject016-action008-move_010,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-18 10.26.10.968 上午,Capture Start Frame,319048,Total Frames in Take,515,Total Exported Frames,515,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
119,0.991667,-113.171852,1299.506714,-134.455261,-114.935577,1318.364014,124.124207,-53.226910,1495.637085,-13.638290,212.034698,1286.836060,-4.631284,275.804260,1702.738281,23.794868,97.868942,1705.499268,91.611923,167.924561,1791.918091,-2.115466,-54.574196,108.093163,-122.333694,163.769989,1110.459595,-286.141449,480.444550,1301.410400,-165.074142,-131.081299,64.554520,-48.213348,-2.692101,524.760071,-159.660950,39.356422,308.427826,-98.575279,-53.749710,1374.439941,-236.007843,86.070183,1480.313599,-217.659836,127.445457,693.413208,-97.771004,104.315247,47.480377,-45.634243,73.230232,43.016823,-169.611664,156.617889,55.246838,-103.142769,107.018166,1125.129639,-239.571472,328.355316,1335.234497,-171.541199,366.725433,1260.035156,-211.562805,-12.979699,138.603668,172.045563,-132.333939,1195.231812,282.450134,-89.896950,851.891724,362.817657,-69.912231,130.435272,107.220154,125.745621,529.197021,200.444931,156.529449,414.908142,127.738716,-81.864166,1414.733765,187.866928,79.639473,1491.649902,210.110184,211.045685,626.216675,117.071625,135.610519,67.110214,78.907684,112.256569,46.202171,213.056046,195.406738,83.461823,148.101227,-100.874077,1241.187988,211.909622,-19.344908,974.918396,326.916779,-77.735344,982.583618,363.053772,-159.894424,1014.792664,-85.635124,53.341560,990.772461,-198.460693,-135.902786,1019.295105,129.873459,108.387993,1025.612305,188.768387
120,1.000000,-112.650307,1299.145386,-132.827209,-114.160774,1318.204224,125.822815,-52.838448,1495.403076,-12.271501,212.747375,1286.826050,-3.296496,275.949249,1702.878784,25.332676,97.927551,1705.445679,92.928596,168.003998,1791.947998,-0.703763,-54.500626,108.172356,-122.383682,163.690399,1110.211548,-285.168671,481.126099,1299.507080,-163.940048,-131.075226,64.617256,-48.273006,-1.728018,524.867310,-159.085312,39.914982,308.354309,-98.185188,-53.438576,1374.020996,-234.513000,86.305923,1480.087280,-216.304901,128.630112,693.269958,-96.910934,104.317047,47.480999,-45.631824,73.248444,42.995171,-169.615265,156.643631,55.194473,-103.141998,107.285889,1124.701172,-238.478638,329.188843,1333.918579,-170.142990,367.237244,1258.740967,-210.483734,-11.868003,134.635941,172.907394,-132.502594,1197.094849,282.876801,-89.509499,852.571472,364.927307,-68.179504,126.372009,107.439178,118.923088,526.745117,200.790527,151.651382,413.255005,127.911598,-81.361450,1414.742554,189.246887,80.081192,1491.876465,211.405365,206.125107,623.204407,118.432945,136.850098,64.591599,78.710663,114.375038,43.125774,213.067764,196.769211,81.511871,147.688034,-100.751244,1241.639526,213.715454,-19.024364,975.644470,329.025818,-77.477295,983.270203,365.083160,-159.013779,1014.734253,-84.088097,54.135075,990.687073,-196.931854,-134.943085,1019.275757,131.437851,109.532257,1025.195679,190.199829
121,1.008333,-112.193375,1298.743774,-131.039352,-113.346931,1317.971558,127.671494,-52.448566,1495.118042,-10.793344,213.472473,1286.757812,-1.933044,276.107971,1702.968750,26.909052,98.009979,1705.331299,94.309006,168.089523,1791.917969,0.759034,-54.411018,108.256134,-122.431068,163.276520,1109.776123,-284.167877,481.864319,1296.667114,-162.906937,-131.064682,64.690727,-48.332180,-0.590125,524.961121,-158.540253,40.588718,308.250336,-97.780907,-53.235207,1373.534790,-232.885574,86.483551,1479.772705,-214.905838,129.953140,693.151489,-96.067177,104.322006,47.476383,-45.627445,73.269424,42.975502,-169.616806,156.673492,55.136204,-103.139717,107.322784,1124.151611,-237.315308,330.171936,1332.004272,-168.749054,367.702362,1256.784790,-209.455002,-10.676597,131.071304,173.779633,-132.456619,1199.311157,283.105286,-88.766006,853.012390,366.993439,-67.099770,122.169075,107.976967,112.150024,524.399963,201.188080,146.741699,411.681976,128.086929,-80.799179,1414.649902,190.779510,80.579636,1492.012451,212.789352,201.142426,620.227051,119.951004,137.923111,62.131516,78.473961,116.264046,40.162136,213.026733,197.968002,79.528038,147.246475,-100.467438,1241.894287,215.595901,-18.393192,976.158997,331.088165,-76.894844,983.722290,367.083466,-158.129562,1014.630920,-82.483429,54.917820,990.584045,-195.338730,-134.003494,1019.166138,133.073456,110.662270,1024.654663,191.694992
122,1.016667,-111.799393,1298.304932,-129.095261,-112.508209,1317.651123,129.649811,-52.053902,1494.790894,-9.202808,214.205200,1286.633545,-0.535542,276.282013,1703.012695,28.527189,98.115204,1705.159790,95.757187,168.180557,1791.834473,2.275109,-54.305958,108.346649,-122.478439,162.522781,1109.157349,-283.139557,482.641876,1292.888794,-161.985931,-131.049316,64.778259,-48.392921,0.727764,525.042053,-158.019867,41.375965,308.112793,-97.360313,-53.143562,1372.983032,-231.119614,86.605103,1479.373657,-213.460892,131.404922,693.064087,-95.228699,104.329918,47.467033,-45.621155,73.293427,42.958187,-169.616241,156.706604,55.072433,-103.135620,107.124542,1123.482666,-236.075867,331.291473,1329.480591,-167.363953,368.105804,1254.160645,-208.479187,-9.376283,127.987625,174.643768,-132.163666,1201.826782,283.163025,-87.661964,853.204895,369.001404,-66.685310,117.819992,108.832207,105.510162,522.210449,201.631775,141.837082,410.213348,128.261887,-80.173637,1414.456665,192.469742,81.142105,1492.060547,214.266144,196.124908,617.306274,121.607765,138.816132,59.754250,78.201088,117.909050,37.356049,212.955322,198.986740,77.533913,146.782150,-100.015678,1241.952148,217.550873,-17.443981,976.448181,333.102142,-75.983765,983.931213,369.049316,-157.242035,1014.480591,-80.820312,55.693890,990.468079,-193.678955,-133.095123,1018.972046,134.776886,111.760620,1023.993042,193.255188
123,1.025000,-111.465691,1297.833862,-127.000229,-111.658447,1317.242920,131.748459,-51.653126,1494.422363,-7.494448,214.940872,1286.454956,0.900085,276.476776,1703.015869,30.191000,98.246597,1704.938354,97.272110,168.279922,1791.704346,3.847462,-54.183620,108.448288,-122.528900,161.419235,1108.363281,-282.081909,483.436646,1288.178101,-161.190414,-131.028412,64.885162,-48.458168,2.228088,525.112000,-157.517807,42.278835,307.943481,-96.924904,-53.162071,1372.372070,-229.215439,86.673958,1478.893311,-211.965149,132.967712,693.013489,-94.380661,104.340714,47.454639,-45.612972,73.320984,42.943691,-169.613602,156.743027,55.003151,-103.129700,106.690422,1122.699341,-234.753876,332.531494,1326.334229,-165.985550,368.434509,1250.869385,-207.562912,-8.008026,125.417351,175.437180,-131.654434,1204.344849,282.999451,-86.192062,853.135620,370.938385,-66.768654,113.546165,109.836655,99.017052,520.182007,202.119431,136.975830,408.863983,128.444778,-79.478615,1414.167480,194.321457,81.772903,1492.023193,215.840088,191.101151,614.467590,123.381149,139.521423,57.493053,77.893509,119.295731,34.779045,212.878021,199.812317,75.582298,146.291687,-99.389641,1241.816162,219.577148,-16.172150,976.503357,335.063446,-74.741058,983.887451,370.974884,-156.357483,1014.289368,-79.100792,56.463955,990.344360,-191.952087,-132.230850,1018.701782,136.549362,112.811493,1023.215393,194.880569
124,1.033333,-111.194595,1297.343384,-124.759987,-110.803955,1316.756836,133.966934,-51.242268,1494.016846,-5.662660,215.674316,1286.223633,2.378316,276.696350,1702.985229,31.903341,98.408813,1704.678467,98.854095,168.395447,1791.534180,5.481451,-54.040634,108.566299,-122.585014,159.961395,1107.409912,-280.992645,484.220581,1282.543823,-160.537781,-131.001892,65.018883,-48.532215,3.916447,525.175842,-157.033295,43.303768,307.751465,-96.480064,-53.282207,1371.711792,-227.176773,86.695168,1478.337280,-210.414078,134.619080,693.003784,-93.508827,104.354858,47.441059,-45.603397,73.352692,42.932049,-169.609009,156.783447,54.927624,-103.121597,106.022430,1121.810425,-233.344650,333.872131,1322.549072,-164.607834,368.675903,1246.920654,-206.714661,-6.694824,123.346077,176.090088,-130.983475,1206.625000,282.679962,-84.349739,852.798645,372.793121,-67.107330,109.675034,110.744057,92.697502,518.314514,202.652710,132.202820,407.638489,128.651093,-78.708549,1413.788818,196.337082,82.470695,1491.902954,217.515274,186.105042,611.737061,125.246826,140.035400,55.378441,77.550194,120.418777,32.528160,212.825363,200.433487,73.765259,145.760315,-98.576286,1241.486206,221.670914,-14.570377,976.321106,336.964661,-73.159058,983.581604,372.854279,-155.482849,1014.072510,-77.331825,57.225063,990.217407,-190.155655,-131.423004,1018.376953,138.389648,113.799606,1022.338135,196.578476
125,1.041667,-110.994942,1296.856201,-122.382812,-109.947884,1316.201416,136.301636,-50.817444,1493.584839,-3.707779,216.398621,1285.942993,3.903208,276.944855,1702.930908,33.667374,98.605919,1704.391357,100.508377,168.533890,1791.333862,7.180974,-53.872711,108.708519,-122.649254,158.149796,1106.317627,-279.871155,484.964691,1275.993774,-160.048981,-130.970184,65.187080,-48.618458,5.798458,525.236145,-156.565460,44.454216,307.544128,-96.024536,-53.494366,1371.013184,-225.005142,86.675659,1477.716187,-208.807907,136.338745,693.043396,-92.600563,104.372849,47.427055,-45.592670,73.389175,42.923004,-169.602158,156.828781,54.845959,-103.111084,105.119331,1120.824219,-231.843018,335.289734,1318.109009,-163.221939,368.811890,1242.331787,-205.947021,-5.585608,121.727539,176.535095,-130.196716,1208.535278,282.376984,-82.124344,852.193909,374.557526,-67.575111,106.351311,111.411804,86.589554,516.603821,203.233215,127.577888,406.545868,128.893784,-77.864326,1413.325562,198.519318,83.231926,1491.704590,219.293442,181.172333,609.146606,127.182808,140.369080,53.459717,77.166977,121.276367,30.705090,212.814529,200.840469,72.195145,145.181381,-97.562576,1240.961548,223.830704,-12.627316,975.903320,338.797302,-71.227089,983.005615,374.683868,-154.623718,1013.836243,-75.521675,57.974453,990.094360,-188.287720,-130.685959,1018.021484,140.289276,114.709656,1021.384094,198.360580
126,1.050000,-110.876205,1296.392822,-119.879333,-109.095947,1315.584839,138.743088,-50.379444,1493.144775,-1.628872,217.107605,1285.620361,5.481701,277.229095,1702.865356,35.487545,98.844543,1704.086304,102.238174,168.702423,1791.117188,8.948300,-53.675861,108.885155,-122.723724,155.987793,1105.106079,-278.713013,485.637939,1268.540894,-159.745880,-130.933212,65.398865,-48.719929,7.879703,525.299622,-156.106934,45.729477,307.327240,-95.549004,-53.788639,1370.289551,-222.701889,86.622498,1477.045898,-207.150055,138.111618,693.147217,-91.641884,104.394768,47.413044,-45.580971,73.430962,42.917145,-169.592773,156.880188,54.759125,-103.098396,103.981270,1119.753784,-230.243622,336.758392,1312.999146,-161.816544,368.823242,1237.120972,-205.278183,-4.792259,120.462166,176.707184,-129.349228,1209.953979,282.235382,-79.496460,851.321777,376.226562,-68.197998,103.481148,111.859726,80.734039,515.056396,203.853851,123.170952,405.601685,129.177750,-76.950516,1412.784668,200.872452,84.054688,1491.434692,221.176132,176.342819,606.740234,129.166275,140.566330,51.777187,76.756966,121.879166,29.344839,212.836731,201.059753,70.923050,144.591843,-96.344261,1240.239502,226.056519,-10.333635,975.254883,340.548859,-68.932655,982.158813,376.462311,-153.788177,1013.577332,-73.676575,58.709145,989.985291,-186.347809,-130.032288,1017.647888,142.238037,115.531403,1020.373840,200.237045
127,1.058333,-110.832077,1295.959351,-117.263344,-108.249870,1314.918823,141.283142,-49.929798,1492.721069,0.569468,217.795410,1285.265625,7.120228,277.556366,1702.800171,37.368923,99.132263,1703.775269,104.045135,168.913452,1790.899902,10.786244,-53.446373,109.108040,-122.809662,153.480988,1103.797607,-277.513519,486.204773,1260.197388,-159.648422,-130.888657,65.665726,-48.838535,10.167009,525.379517,-155.644501,47.131359,307.113190,-95.044006,-54.154915,1369.558594,-220.268097,86.546104,1476.346924,-205.443481,139.924911,693.328430,-90.612137,104.420944,47.399063,-45.568329,73.478554,42.915569,-169.580139,156.938690,54.667191,-103.083336,102.611053,1118.618896,-228.549866,338.252289,1307.204224,-160.382156,368.690491,1231.303345,-204.724030,-4.361715,119.394516,176.576080,-128.506210,1210.787842,282.362915,-76.453011,850.187256,377.797607,-69.071419,100.856674,112.181023,75.165077,513.685059,204.496536,119.040245,404.823090,129.497345,-75.970078,1412.177246,203.397018,84.938522,1491.098145,223.164352,171.664841,604.565125,131.174088,140.713135,50.284348,76.353447,122.269783,28.363884,212.885406,201.168274,69.863098,144.051712,-94.922592,1239.316284,228.346786,-7.681400,974.382568,342.205902,-66.263275,981.049744,378.184143,-152.990021,1013.300659,-71.805260,59.425526,989.901794,-184.336395,-129.474701,1017.274597,144.224915,116.254166,1019.329895,202.213608
128,1.066667,-110.824471,1295.544556,-114.551559,-107.399673,1314.237549,143.924683,-49.465660,1492.335815,2.869133,218.456680,1284.888672,8.820102,277.931091,1702.741943,39.316425,99.473946,1703.475220,105.932655,169.178329,1790.694946,12.698062,-53.180008,109.389313,-122.905457,150.632401,1102.415161,-276.269287,486.625732,1250.969604,-159.775314,-130.831772,65.998535,-48.973133,12.666185,525.480652,-155.157715,48.665390,306.917175,-94.503410,-54.584118,1368.840942,-217.710022,86.460327,1475.638428,-203.687637,141.772217,693.595154,-89.491051,104.453087,47.384914,-45.554188,73.532501,42.919575,-169.562469,157.005768,54.569328,-103.064880,101.011749,1117.440552,-226.761078,339.747009,1300.710571,-158.916489,368.391113,1224.887085,-204.291672,-4.298670,118.363503,176.152664,-127.777603,1210.992920,282.831238,-72.981186,848.804932,379.272125,-70.191017,98.361641,112.430092,69.916588,512.497864,205.139618,115.211998,404.235718,129.837280,-74.925865,1411.517456,206.087234,85.878296,1490.701904,225.257889,167.197144,602.657593,133.188950,140.893311,48.881512,75.970657,122.514282,27.637453,212.959885,201.255219,68.862991,143.584625,-93.302498,1238.196655,230.699661,-4.663085,973.297424,343.757904,-63.208565,979.692017,379.840057,-152.243149,1013.017883,-69.921814,60.121490,989.862671,-182.256302,-129.029266,1016.935120,146.234589,116.863594,1018.282532,204.291122
129,1.075000,-110.805382,1295.137939,-111.761909,-106.540451,1313.604126,146.678986,-48.976482,1492.007935,5.257800,219.089005,1284.502563,10.583368,278.354126,1702.688354,41.334934,99.869629,1703.199463,107.902626,169.503784,1790.508911,14.688352,-52.870750,109.742065,-123.006660,147.443314,1100.980225,-274.970886,486.855621,1240.854980,-160.145706,-130.758316,66.405220,-49.120186,15.384664,525.594849,-154.619003,50.335911,306.743073,-93.924583,-55.066196,1368.162354,-215.040802,86.375336,1474.937988,-201.880997,143.654846,693.951294,-88.266068,104.493820,47.371178,-45.537823,73.593239,42.930790,-169.537430,157.083664,54.465710,-103.042519,99.187599,1116.241455,-224.865128,341.220398,1293.510376,-157.427902,367.899872,1217.880493,-203.988480,-4.590156,117.238434,175.469193,-127.238380,1210.573486,283.672089,-69.058380,847.195251,380.652710,-71.338165,96.124329,112.603851,65.018402,511.501495,205.772263,111.684296,403.862640,130.181564,-73.821144,1410.819946,208.931915,86.865463,1490.256226,227.453522,162.997803,601.037170,135.200974,141.133377,47.524105,75.591515,122.691132,27.093620,213.041428,201.390747,67.829391,143.154663,-91.491295,1236.892578,233.114441,-1.272639,972.014099,345.193359,-59.757969,978.102539,381.421722,-151.558533,1012.743225,-68.042961,60.798073,989.894470,-180.109985,-128.698715,1016.658875,148.247696,117.348854,1017.263428,206.465881
130,1.083333,-110.756042,1294.753540,-108.916634,-105.681984,1313.073364,149.545364,-48.454403,1491.749512,7.733793,219.694885,1284.123657,12.415121,278.822968,1702.630249,43.428844,100.314423,1702.952515,109.955093,169.895050,1790.342407,16.759636,-52.510921,110.178925,-123.108032,143.913696,1099.511475,-273.603149,486.843384,1229.843018,-160.777985,-130.665039,66.891319,-49.273369,18.335814,525.715942,-154.001068,52.148308,306.591766,-93.316673,-55.589550,1367.552124,-212.271378,86.300903,1474.265259,-200.021469,145.577911,694.400696,-86.927666,104.545486,47.358250,-45.518497,73.661217,42.950848,-169.502991,157.174576,54.357239,-103.016457,97.142693,1115.046997,-222.857742,342.652252,1285.599121,-155.936493,367.184448,1210.289917,-203.824585,-5.203012,115.931938,174.576797,-126.802597,1209.554565,284.885864,-64.663116,845.377808,381.940002,-72.292076,94.309708,112.697395,60.472580,510.697174,206.403275,108.439705,403.696167,130.532944,-72.661819,1410.102783,211.917740,87.890892,1489.770996,229.744904,159.113739,599.707947,137.200119,141.406204,46.229057,75.200462,122.860947,26.700724,213.098557,201.592926,66.767395,142.708237,-89.496796,1235.422119,235.588211,2.494035,970.552185,346.499084,-55.900280,976.306763,382.918030,-150.947006,1012.494812,-66.186409,61.458961,990.018433,-177.899994,-128.471893,1016.465637,150.240936,117.702583,1016.299500,208.726379
131,1.091667,-110.693237,1294.428833,-106.041840,-104.836617,1312.670898,152.500900,-47.904572,1491.556274,10.290152,220.280563,1283.766724,14.320215,279.332886,1702.558960,45.599026,100.801094,1702.732056,112.090599,170.350876,1790.192261,18.912733,-52.091530,110.711357,-123.205963,140.043427,1098.030396,-272.154297,486.532410,1217.920166,-161.689072,-130.548950,67.463280,-49.424969,21.536158,525.847534,-153.285049,54.109261,306.470490,-92.705559,-56.143604,1367.037964,-209.416733,86.251038,1473.634277,-198.104172,147.551254,694.948975,-85.471985,104.610207,47.346195,-45.495949,73.737259,42.981701,-169.458298,157.280441,54.243515,-102.986717,94.880447,1113.887085,-220.738724,344.021179,1276.976318,-154.472519,366.196747,1202.097046,-203.792892,-6.088367,114.435356,173.552780,-126.322166,1207.960083,286.465363,-59.777225,843.375244,383.129761,-73.035110,92.887779,112.737541,56.265656,510.069183,207.058746,105.450119,403.698914,130.925293,-71.458267,1409.393433,215.026810,88.947128,1489.260986,232.125275,155.580048,598.652893,139.170456,141.671738,45.043053,74.810875,123.036255,26.410028,213.119858,201.830887,65.748856,142.250793,-87.323509,1233.806396,238.114197,6.640531,968.939026,347.663025,-51.627525,974.331848,384.316376,-150.416748,1012.291321,-64.366692,62.094658,990.235229,-175.635696,-128.336426,1016.365784,152.188644,117.919594,1015.418274,211.055389
132,1.100000,-110.642532,1294.201294,-103.162605,-104.013885,1312.406250,155.516434,-47.337154,1491.416260,12.911144,220.850052,1283.443115,16.302052,279.876587,1702.468140,47.846264,101.323463,1702.530518,114.306503,170.859512,1790.050293,21.147158,-51.605824,111.348228,-123.298416,135.835358,1096.564697,-270.621948,485.861450,1205.071289,-162.891968,-130.406662,68.132622,-49.569050,24.998960,525.996582,-152.466522,56.223530,306.381317,-92.119690,-56.716347,1366.645142,-206.502701,86.240334,1473.052490,-196.119278,149.584534,695.600891,-83.907028,104.690193,47.337631,-45.471275,73.821228,43.024574,-169.402893,157.402832,54.124229,-102.954361,92.402596,1112.794434,-218.501144,345.305756,1267.646606,-153.070053,364.887878,1193.272949,-203.875809,-7.195268,112.823502,172.511765,-125.695198,1205.815552,288.399536,-54.384281,841.214050,384.215820,-73.647552,91.735077,112.769745,52.391472,509.587402,207.774292,102.679039,403.822479,131.412888,-70.218887,1408.712891,218.233948,90.026726,1488.740967,234.584976,152.414459,597.823853,141.093597,141.906982,44.034512,74.465675,123.199242,26.150942,213.128784,202.064270,64.853294,141.847748,-84.975426,1232.053101,240.679794,11.171578,967.202698,348.674164,-46.934723,972.196106,385.606812,-149.971786,1012.145020,-62.595001,62.676556,990.527771,-173.338043,-128.283249,1016.360779,154.069489,117.996841,1014.642212,213.431580
133,1.108333,-110.613159,1294.087524,-100.300278,-103.224266,1312.282227,158.571304,-46.760197,1491.320557,15.578748,221.401443,1283.160767,18.362640,280.441132,1702.355347,50.171616,101.873077,1702.339111,116.597099,171.402954,1789.908081,23.460554,-51.053753,112.091713,-123.384964,131.292725,1095.137085,-269.006012,484.760681,1191.285156,-164.396225,-130.234268,68.915459,-49.703918,28.734703,526.168640,-151.557602,58.497372,306.324127,-91.588242,-57.295376,1366.393677,-203.555054,86.276955,1472.527832,-194.055176,151.682007,696.361694,-82.250496,104.787201,47.338436,-45.447502,73.911255,43.079723,-169.337204,157.542999,54.000206,-102.921364,89.713058,1111.808472,-216.137802,346.482605,1257.619141,-151.765045,363.218384,1183.816650,-204.069885,-8.461884,111.201370,171.598679,-124.859131,1203.155273,290.669556,-48.471588,838.919495,385.195007,-74.201736,90.748833,112.855232,48.843258,509.214630,208.580002,100.090553,404.005951,132.050644,-68.952881,1408.069946,221.513397,91.113876,1488.217407,237.112152,149.621155,597.154785,142.948822,142.105118,43.247108,74.210327,123.329163,25.867489,213.163681,202.261154,64.114212,141.561417,-82.461578,1230.163696,243.268356,16.091963,965.371704,349.523315,-41.818813,969.919312,386.776825,-149.613846,1012.059326,-60.874329,63.179157,990.878113,-171.031693,-128.305939,1016.438721,155.873337,117.938255,1013.977905,215.830170
134,1.116667,-110.602058,1294.083618,-97.470322,-102.471893,1312.271973,161.637421,-46.184181,1491.259766,18.281425,221.928162,1282.920410,20.501162,281.013123,1702.221069,52.573051,102.434532,1702.150391,118.958176,171.965378,1789.757690,25.853291,-50.437084,112.943695,-123.471741,126.419113,1093.762085,-267.301178,483.148926,1176.561401,-166.210663,-130.027557,69.836235,-49.834652,32.752628,526.374878,-150.591110,60.936813,306.302032,-91.145340,-57.876888,1366.290527,-200.591110,86.360062,1472.067261,-191.904068,153.844147,697.237915,-80.526154,104.902122,47.355942,-45.427944,74.005638,43.148357,-169.262695,157.701752,53.873169,-102.888786,86.823586,1110.977173,-213.637024,347.517120,1246.907349,-150.600403,361.148621,1173.756470,-204.388229,-9.801732,109.660889,170.925125,-123.779877,1200.019531,293.251068,-42.026299,836.518250,386.059906,-74.764191,89.846703,113.066704,45.618736,508.911957,209.495193,97.663383,404.179260,132.883347,-67.673912,1407.470581,224.841202,92.191956,1487.692017,239.697037,147.194656,596.584839,144.711655,142.264908,42.672138,74.060570,123.414932,25.535835,213.252090,202.407791,63.518017,141.412323,-79.795334,1228.155762,245.870514,21.402391,963.477722,350.201141,-36.280582,967.529236,387.809784,-149.343582,1012.029907,-59.197174,63.587658,991.272461,-168.740097,-128.394501,1016.564636,157.601654,117.760864,1013.416626,218.225784
135,1.125000,-110.604324,1294.173950,-94.683838,-101.757454,1312.291382,164.658432,-45.617573,1491.219238,21.017860,222.424332,1282.719482,22.713005,281.584839,1702.067383,55.046234,102.994087,1701.956909,121.389969,172.532944,1789.593872,28.323555,-49.751312,113.916252,-123.572350,121.224037,1092.452148,-265.500549,480.937592,1160.918213,-168.339691,-129.779694,70.936295,-49.971561,37.059952,526.632935,-149.624878,63.545837,306.323425,-90.822510,-58.460270,1366.330688,-197.620941,86.485916,1471.671875,-189.663727,156.074005,698.238342,-78.764328,105.035141,47.399429,-45.415623,74.103249,43.232738,-169.180084,157.878891,53.746483,-102.857117,83.745865,1110.345581,-210.988724,348.361145,1235.529419,-149.620804,358.636108,1163.136597,-204.850739,-11.110344,108.262543,170.521408,-122.443939,1196.453003,296.115570,-35.029980,834.040405,386.796448,-75.401779,88.951309,113.459618,42.723007,508.646118,210.543564,95.398674,404.295227,133.943344,-66.394577,1406.907837,228.194443,93.253540,1487.163208,242.329025,145.111374,596.069153,146.365265,142.388763,42.274128,74.002716,123.455750,25.156130,213.401016,202.509018,63.034302,141.381821,-76.992844,1226.051758,248.483292,27.097986,961.554443,350.698334,-30.326561,965.053894,388.689880,-149.160629,1012.044800,-57.551876,63.883453,991.691162,-166.485321,-128.537750,1016.696106,159.269623,117.486229,1012.938477,220.598846
136,1.133333,-110.616699,1294.339600,-91.946030,-101.090294,1312.262695,167.588196,-45.064972,1491.184448,23.793356,222.884827,1282.553589,24.989784,282.148895,1701.894775,57.587769,103.542801,1701.752563,123.898613,173.091705,1789.414185,30.865126,-48.987171,115.029572,-123.705276,115.726830,1091.224731,-263.604187,478.034332,1144.399048,-170.784454,-129.480743,72.268120,-50.126526,41.663239,526.951721,-148.733353,66.331482,306.409241,-90.646278,-59.037495,1366.498657,-194.655472,86.647537,1471.338135,-187.334656,158.373856,699.368408,-76.999031,105.186005,47.481300,-45.413582,74.202576,43.336246,-169.089172,158.073624,53.624352,-102.828064,80.483208,1109.946777,-208.201584,348.963104,1223.515625,-148.869186,355.634796,1152.005859,-205.473251,-12.280014,107.024345,170.357697,-120.852547,1192.503662,299.231812,-27.468084,831.516846,387.384796,-76.185074,87.982300,114.068352,40.146618,508.401276,211.753769,93.317940,404.350098,135.243439,-65.122498,1406.357666,231.553558,94.293762,1486.626221,244.998825,143.322937,595.577698,147.914108,142.483566,42.012005,74.014076,123.443169,24.735886,213.609955,202.578369,62.632137,141.438828,-74.071671,1223.864746,251.103134,33.168110,959.637268,351.004669,-23.968908,962.516907,389.402557,-149.062698,1012.086975,-55.923084,64.041931,992.109253,-164.286987,-128.729416,1016.796692,160.903854,117.135704,1012.516968,222.937958
137,1.141667,-110.638199,1294.562378,-89.257286,-100.477966,1312.186279,170.443085,-44.538303,1491.143921,26.613623,223.302933,1282.410156,27.317337,282.695221,1701.698120,60.197052,104.074646,1701.531128,126.486839,173.633698,1789.215454,33.478539,-48.139835,116.300323,-123.888664,109.953239,1090.098633,-261.613831,474.344330,1127.070801,-173.543701,-129.119705,73.886032,-50.314892,46.574406,527.339478,-147.999924,69.301369,306.583130,-90.634995,-59.603058,1366.775757,-191.709274,86.834534,1471.063354,-184.923874,160.740646,700.625000,-75.264717,105.354897,47.617096,-45.423859,74.301430,43.464218,-168.989670,158.284882,53.510750,-102.803505,77.033424,1109.799072,-205.286591,349.267395,1210.907471,-148.390533,352.098083,1140.408691,-206.265366,-13.234674,105.945946,170.378922,-119.017380,1188.221680,302.566315,-19.337357,828.979492,387.797241,-76.970695,87.051422,114.768639,37.863270,508.167969,213.138458,91.447632,404.364441,136.763123,-63.863083,1405.786987,234.899658,95.302856,1486.074097,247.702438,141.767044,595.097229,149.376968,142.557526,41.848606,74.072762,123.363449,24.286646,213.885544,202.628296,62.286079,141.555344,-71.048538,1221.606567,253.727280,39.598709,957.761475,351.111755,-17.225903,959.943542,389.930511,-149.045197,1012.134888,-54.292969,64.039688,992.504822,-162.160965,-128.961960,1016.825928,162.526337,116.732758,1012.124390,225.230240
