Format Version,1.24,Take Name,subject011-action001-move_005,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-12 03.05.37.501 下午,Capture Start Frame,2039685,Total Frames in Take,626,Total Exported Frames,626,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Skeleton,Skeleton:Ab,Skeleton:Ab,Skeleton:Ab,Skeleton:Ab,Skeleton:Ab,Skeleton:Ab,Skeleton:Ab,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:Neck,Skeleton:Neck,Skeleton:Neck,Skeleton:Neck,Skeleton:Neck,Skeleton:Neck,Skeleton:Neck,Skeleton:Head,Skeleton:Head,Skeleton:Head,Skeleton:Head,Skeleton:Head,Skeleton:Head,Skeleton:Head,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LShoulder,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LUArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LFArm,Skeleton:LHand,Skeleton:LHand,Skeleton:LHand,Skeleton:LHand,Skeleton:LHand,Skeleton:LHand,Skeleton:LHand,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb1,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb2,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LThumb3,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex1,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex2,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LIndex3,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle1,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle2,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LMiddle3,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing1,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing2,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LRing3,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky1,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky2,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:LPinky3,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RShoulder,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RUArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RFArm,Skeleton:RHand,Skeleton:RHand,Skeleton:RHand,Skeleton:RHand,Skeleton:RHand,Skeleton:RHand,Skeleton:RHand,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb1,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb2,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RThumb3,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex1,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex2,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RIndex3,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle1,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle2,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RMiddle3,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing1,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing2,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RRing3,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky1,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky2,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:RPinky3,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LFoot,Skeleton:LToe,Skeleton:LToe,Skeleton:LToe,Skeleton:LToe,Skeleton:LToe,Skeleton:LToe,Skeleton:LToe,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RFoot,Skeleton:RToe,Skeleton:RToe,Skeleton:RToe,Skeleton:RToe,Skeleton:RToe,Skeleton:RToe,Skeleton:RToe,Skeleton:HeadTop,Skeleton:HeadTop,Skeleton:HeadTop,Skeleton:HeadFront,Skeleton:HeadFront,Skeleton:HeadFront,Skeleton:HeadSide,Skeleton:HeadSide,Skeleton:HeadSide,Skeleton:BackTop,Skeleton:BackTop,Skeleton:BackTop,Skeleton:BackLeft,Skeleton:BackLeft,Skeleton:BackLeft,Skeleton:BackRight,Skeleton:BackRight,Skeleton:BackRight,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:LShoulderTop,Skeleton:LShoulderTop,Skeleton:LShoulderTop,Skeleton:LShoulderBack,Skeleton:LShoulderBack,Skeleton:LShoulderBack,Skeleton:LUArmHigh,Skeleton:LUArmHigh,Skeleton:LUArmHigh,Skeleton:LElbowOut,Skeleton:LElbowOut,Skeleton:LElbowOut,Skeleton:LWristOut,Skeleton:LWristOut,Skeleton:LWristOut,Skeleton:LWristIn,Skeleton:LWristIn,Skeleton:LWristIn,Skeleton:LHandOut,Skeleton:LHandOut,Skeleton:LHandOut,Skeleton:RShoulderTop,Skeleton:RShoulderTop,Skeleton:RShoulderTop,Skeleton:RShoulderBack,Skeleton:RShoulderBack,Skeleton:RShoulderBack,Skeleton:RUArmHigh,Skeleton:RUArmHigh,Skeleton:RUArmHigh,Skeleton:RElbowOut,Skeleton:RElbowOut,Skeleton:RElbowOut,Skeleton:RWristOut,Skeleton:RWristOut,Skeleton:RWristOut,Skeleton:RWristIn,Skeleton:RWristIn,Skeleton:RWristIn,Skeleton:RHandOut,Skeleton:RHandOut,Skeleton:RHandOut,Skeleton:WaistLFront,Skeleton:WaistLFront,Skeleton:WaistLFront,Skeleton:WaistLBack,Skeleton:WaistLBack,Skeleton:WaistLBack,Skeleton:WaistRBack,Skeleton:WaistRBack,Skeleton:WaistRBack,Skeleton:WaistRFront,Skeleton:WaistRFront,Skeleton:WaistRFront,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LKneeOut,Skeleton:LKneeOut,Skeleton:LKneeOut,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LAnkleOut,Skeleton:LAnkleOut,Skeleton:LAnkleOut,Skeleton:LHeel,Skeleton:LHeel,Skeleton:LHeel,Skeleton:LToeIn,Skeleton:LToeIn,Skeleton:LToeIn,Skeleton:LToeTip,Skeleton:LToeTip,Skeleton:LToeTip,Skeleton:LToeOut,Skeleton:LToeOut,Skeleton:LToeOut,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RKneeOut,Skeleton:RKneeOut,Skeleton:RKneeOut,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RAnkleOut,Skeleton:RAnkleOut,Skeleton:RAnkleOut,Skeleton:RHeel,Skeleton:RHeel,Skeleton:RHeel,Skeleton:RToeIn,Skeleton:RToeIn,Skeleton:RToeIn,Skeleton:RToeTip,Skeleton:RToeTip,Skeleton:RToeTip,Skeleton:RToeOut,Skeleton:RToeOut,Skeleton:RToeOut,Skeleton:BackLeft,Skeleton:BackLeft,Skeleton:BackLeft,Skeleton:BackRight,Skeleton:BackRight,Skeleton:BackRight,Skeleton:BackTop,Skeleton:BackTop,Skeleton:BackTop,Skeleton:Chest,Skeleton:Chest,Skeleton:Chest,Skeleton:HeadFront,Skeleton:HeadFront,Skeleton:HeadFront,Skeleton:HeadSide,Skeleton:HeadSide,Skeleton:HeadSide,Skeleton:HeadTop,Skeleton:HeadTop,Skeleton:HeadTop,Skeleton:LAnkleOut,Skeleton:LAnkleOut,Skeleton:LAnkleOut,Skeleton:LElbowOut,Skeleton:LElbowOut,Skeleton:LElbowOut,Skeleton:LHandOut,Skeleton:LHandOut,Skeleton:LHandOut,Skeleton:LHeel,Skeleton:LHeel,Skeleton:LHeel,Skeleton:LKneeOut,Skeleton:LKneeOut,Skeleton:LKneeOut,Skeleton:LShin,Skeleton:LShin,Skeleton:LShin,Skeleton:LShoulderBack,Skeleton:LShoulderBack,Skeleton:LShoulderBack,Skeleton:LShoulderTop,Skeleton:LShoulderTop,Skeleton:LShoulderTop,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LThigh,Skeleton:LToeIn,Skeleton:LToeIn,Skeleton:LToeIn,Skeleton:LToeOut,Skeleton:LToeOut,Skeleton:LToeOut,Skeleton:LToeTip,Skeleton:LToeTip,Skeleton:LToeTip,Skeleton:LUArmHigh,Skeleton:LUArmHigh,Skeleton:LUArmHigh,Skeleton:LWristIn,Skeleton:LWristIn,Skeleton:LWristIn,Skeleton:LWristOut,Skeleton:LWristOut,Skeleton:LWristOut,Skeleton:RAnkleOut,Skeleton:RAnkleOut,Skeleton:RAnkleOut,Skeleton:RElbowOut,Skeleton:RElbowOut,Skeleton:RElbowOut,Skeleton:RHandOut,Skeleton:RHandOut,Skeleton:RHandOut,Skeleton:RHeel,Skeleton:RHeel,Skeleton:RHeel,Skeleton:RKneeOut,Skeleton:RKneeOut,Skeleton:RKneeOut,Skeleton:RShin,Skeleton:RShin,Skeleton:RShin,Skeleton:RShoulderBack,Skeleton:RShoulderBack,Skeleton:RShoulderBack,Skeleton:RShoulderTop,Skeleton:RShoulderTop,Skeleton:RShoulderTop,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RThigh,Skeleton:RToeIn,Skeleton:RToeIn,Skeleton:RToeIn,Skeleton:RToeOut,Skeleton:RToeOut,Skeleton:RToeOut,Skeleton:RToeTip,Skeleton:RToeTip,Skeleton:RToeTip,Skeleton:RUArmHigh,Skeleton:RUArmHigh,Skeleton:RUArmHigh,Skeleton:RWristIn,Skeleton:RWristIn,Skeleton:RWristIn,Skeleton:RWristOut,Skeleton:RWristOut,Skeleton:RWristOut,Skeleton:WaistLBack,Skeleton:WaistLBack,Skeleton:WaistLBack,Skeleton:WaistLFront,Skeleton:WaistLFront,Skeleton:WaistLFront,Skeleton:WaistRBack,Skeleton:WaistRBack,Skeleton:WaistRBack,Skeleton:WaistRFront,Skeleton:WaistRFront,Skeleton:WaistRFront
